Source.IP,Destination.IP,Source.Port,Destination.Port,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Flow.Bytes.s,ProtocolName
192.168.42.36,10.200.7.5,50271,3128,46780,1,7,3035.48525010688,HTTP_PROXY
10.200.7.217,172.217.29.42,42057,443,528044,15,10,11230.1247623304,GOOGLE
10.200.7.196,192.82.242.50,41358,80,183684,4,4,13615.7749177936,HTTP
10.200.7.199,72.246.208.15,44453,443,154438,11,5,16265.4269027053,SSL
192.168.29.18,10.200.7.7,50620,3128,7796158,25,0,499.220256952206,GOOGLE
192.168.29.37,10.200.7.5,52351,3128,1554368,9,11,4858.56631119529,HTTP_CONNECT
10.200.7.218,179.1.4.216,47402,443,14905,2,1,6172.42536061724,SSL
10.200.7.218,13.107.5.88,40846,443,1921202,22,18,6711.94387680213,SSL
192.168.220.105,10.200.7.6,50191,3128,3741701,49,249,7560.19788860735,YOUTUBE
10.200.7.6,192.168.220.105,3128,50191,5,2,0,2400000.0,HTTP
10.200.7.194,74.119.117.72,59039,443,3602635,25,39,24154.8200136844,SSL
10.200.7.196,74.119.117.66,60314,443,1262977,10,11,4350.83140864798,SSL
192.168.32.33,10.200.7.7,56850,3128,13949802,22,43,1269.62375523323,HTTP_CONNECT
10.200.7.7,192.168.32.33,3128,56850,376,2,0,31914.8936170213,HTTP
10.200.7.196,178.255.83.1,34999,80,195529,4,5,7267.46416132645,HTTP
74.119.117.66,10.200.7.196,443,60313,1424537,8,11,3857.3936654506,SSL
94.31.29.64,10.200.7.217,443,44795,3,2,0,4000000.0,SSL
10.200.7.196,172.217.29.65,37558,443,17561990,9,8,309.646002531604,GOOGLE
172.217.29.65,10.200.7.196,443,37559,17412035,8,9,195.726691337342,GOOGLE
10.200.7.196,74.119.117.78,34727,443,605480,6,9,3359.31822686133,SSL
10.200.7.217,23.9.53.63,34382,443,1494347,136,467,622462.520418618,MICROSOFT
23.9.53.63,10.200.7.217,443,40797,3954468,175,87,88731.2781390569,MICROSOFT
192.168.90.46,10.200.7.6,52990,3128,4820427,15,64,3506.95073278778,AMAZON
10.200.7.6,192.168.90.46,3128,52990,1,2,0,12000000.0,HTTP
192.168.90.81,10.200.7.7,58594,3128,67265,6,10,8860.47721697762,HTTP_PROXY
10.200.7.194,40.117.145.132,42393,443,5714356,17,12,2569.14339953619,MICROSOFT
10.200.7.196,10.200.1.16,60254,80,4977453,12,10,370.06878819348,HTTP
192.168.32.67,10.200.7.8,64813,3128,15066557,12,32,341.551158635646,HTTP_CONNECT
10.200.7.8,192.168.32.67,3128,64813,384,2,0,31250.0,HTTP
10.200.7.4,192.168.151.8,3128,54621,16,2,0,750000.0,HTTP
74.119.117.78,10.200.7.196,443,34740,887137,19,12,34556.1057649495,SSL
10.200.7.196,190.216.143.126,52324,80,8553324,20,36,11675.6947357542,HTTP
10.200.7.217,40.77.16.143,48948,443,3460504,25,18,4936.27517841332,SKYPE
10.200.7.217,93.184.215.201,55948,443,2751015,20,22,6834.93183425027,SKYPE
10.200.7.6,10.20.2.114,52782,80,169353,16,5,30055.5644127946,HTTP
10.200.7.217,104.91.149.153,45365,443,688403,19,14,14415.9743638537,MICROSOFT
179.1.4.244,10.200.7.194,443,38287,1407464,8,11,5177.39707729647,SSL
179.1.4.238,10.200.7.194,443,35622,14586159,38,49,4194.31873737288,SSL
10.200.7.196,74.119.117.91,48898,443,825314,8,7,6713.80832022721,SSL
10.200.7.7,192.168.142.30,3128,58742,186,2,0,64516.1290322581,HTTP
10.200.7.196,72.30.3.43,37967,443,10574892,9,4,130.119532190021,YAHOO
192.168.42.58,10.200.7.6,51140,3128,2752160,9,50,10085.1694668915,HTTP_CONNECT
10.200.7.6,192.168.42.58,3128,51140,9,2,0,1333333.33333333,HTTP
192.168.72.94,10.200.7.9,65283,3128,4391679,10,10,1325.68887662327,TWITTER
10.200.7.199,93.184.216.172,52237,443,4231824,21,14,1038.55925955333,TWITTER
192.168.90.81,10.200.7.5,58606,3128,989499,12,68,8508.34614284603,GOOGLE
10.200.7.5,192.168.90.81,3128,58606,14,2,0,857142.857142857,HTTP
10.200.7.195,179.1.4.230,58631,443,986767,12,10,1631.59084160699,GOOGLE
10.200.7.217,64.233.186.188,59661,5228,4964673,17,14,557.136391460223,GOOGLE
10.200.7.196,68.67.178.176,56664,443,14919680,6,4,47.5211264584763,SSL
10.200.7.196,179.1.4.216,59175,443,4607392,17,11,619.656412998937,GOOGLE
192.168.31.10,10.200.7.5,49847,3128,11000010,6,30,142.363506942266,HTTP_CONNECT
10.200.7.5,192.168.31.10,3128,49847,54,2,0,222222.222222222,HTTP
10.200.7.195,96.7.2.113,47362,443,19016145,5,6,39.4927573385668,SSL
65.52.108.33,10.200.7.218,443,36201,185537,11,12,104814.673084075,SSL
10.200.7.218,10.200.1.166,54890,443,3546180,32,37,7378.36206847932,SSL
192.168.29.5,10.200.7.8,50793,3128,3551259,23,0,1526.78247348335,HTTP_CONNECT
190.90.221.25,10.200.7.217,80,32982,601,2,3,898502.495840266,HTTP
93.184.215.201,10.200.7.218,443,51753,1,2,0,12000000.0,SSL
192.168.32.140,10.200.7.5,51379,3128,3090193,8,36,13621.1557012782,HTTP_PROXY
10.200.7.217,190.90.221.25,32984,80,125636,9,6,10649.8137476519,WINDOWS_UPDATE
10.200.7.199,216.58.202.225,58157,443,7126574,6,6,133.444204746909,YOUTUBE
10.200.7.199,216.58.202.226,37248,443,9365992,14,13,247.170828247558,GOOGLE
10.200.7.199,216.58.222.66,60350,443,10530188,14,12,206.833914076368,GOOGLE
192.168.90.110,10.200.7.9,50190,3128,44163,6,34,931707.537984286,HTTP_PROXY
108.174.10.19,10.200.7.217,443,40864,869,2,5,71346.3751438435,SSL
64.233.190.189,10.200.7.195,443,52397,2494,4,6,100641.539695269,GOOGLE
10.200.7.196,179.1.4.244,58296,443,8880895,15,14,252.339432005445,GOOGLE
192.168.60.32,10.200.7.5,51707,3128,42150,3,4,10794.7805456702,HTTP_PROXY
192.168.130.245,10.200.7.6,1804,3128,362162,5,20,16100.5295972521,HTTP_PROXY
10.200.7.6,192.168.130.245,3128,1804,18,2,0,666666.666666667,HTTP
10.200.7.217,162.247.242.18,56537,443,3549849,15,9,1334.1412550224,SSL
10.200.7.217,151.101.128.207,33989,443,4075251,17,10,3493.7725308208,SSL
192.168.10.103,10.200.7.9,63093,3128,17962873,6,24,93.0808785432041,HTTP_CONNECT
10.200.7.199,96.7.2.113,54425,443,17960466,6,4,40.0880467132646,SSL
10.200.7.9,192.168.10.103,3128,63093,1,2,0,12000000.0,HTTP
10.200.7.194,23.9.56.109,47286,443,10144779,6,8,426.524816361204,SSL
192.168.10.26,10.200.7.8,53736,3128,356706,9,16,5494.721142902,HTTP_PROXY
10.200.7.8,192.168.10.26,3128,53736,206,2,0,58252.427184466,HTTP
179.1.4.244,10.200.7.217,443,53021,200,2,5,630000.0,SSL
10.200.7.199,40.77.16.143,35276,443,6272458,12,7,1323.40463658744,SSL
10.200.7.199,93.184.215.201,54373,443,5347120,17,13,1773.47805921692,SKYPE
192.168.32.110,10.200.7.6,49981,3128,5804,5,25,6504307.37422467,WINDOWS_UPDATE
179.1.4.245,10.200.7.199,443,54755,11124498,11,13,516.427797461063,GOOGLE
10.200.7.194,74.119.118.71,44678,80,11574826,21,25,5866.78365618628,HTTP
162.125.4.5,10.200.7.218,443,48553,152,5,0,1013157.89473684,DROPBOX
10.200.7.196,64.233.190.189,59203,443,991302,8,7,4328.65060294441,GOOGLE
10.200.7.217,74.119.118.92,50266,80,10116138,13,14,324.629814263111,HTTP
10.200.7.6,192.168.32.110,3128,49980,25,2,0,480000.0,HTTP
192.168.72.124,10.200.7.5,51078,3128,770730,2,4,550.127800916015,HTTP_PROXY
10.200.7.195,91.228.167.144,42410,80,411393,5,3,884.798720444927,HTTP
10.200.7.196,68.67.178.252,51795,443,10284500,7,9,787.20404492197,SSL
10.200.7.218,179.1.4.237,38641,443,5989385,29,23,793.069739213625,GOOGLE
10.200.7.218,179.1.4.245,52636,443,14220743,13,10,139.373870971439,GOOGLE
10.200.7.218,13.107.42.11,57744,443,21601389,18,10,154.758566682911,SSL
10.200.7.194,216.58.202.225,36947,443,7264345,9,6,543.201073186915,YOUTUBE
216.58.202.234,10.200.7.194,443,52819,13288359,7,8,352.564225575182,GOOGLE
179.1.4.210,10.200.7.199,443,34146,10047681,4,6,98.6297236148321,YOUTUBE
192.168.42.36,10.200.7.6,50320,3128,637995,9,48,35856.0803768055,MICROSOFT
10.200.7.6,192.168.42.36,3128,50320,1,2,0,336000000.0,MICROSOFT
10.200.7.194,74.119.118.66,49402,80,11970373,7,10,658.96025128039,HTTP
10.200.7.199,68.67.178.111,53494,443,10462314,11,9,890.816314631734,SSL
192.168.32.140,10.200.7.4,51333,3128,43727,1,9,8461.59123653578,HTTP_PROXY
10.200.7.4,192.168.32.140,3128,51333,13,2,0,923076.923076923,HTTP_PROXY
10.200.7.194,173.194.27.187,39101,443,711324,11,5,8534.78864764861,YOUTUBE
10.200.7.194,74.119.118.74,43139,80,12709116,4,4,102.210098641007,HTTP
10.200.7.199,74.119.118.94,46079,443,10453526,9,5,303.246961838522,SSL
10.200.7.199,74.119.118.74,36412,443,12061092,10,6,414.224516320744,SSL
10.200.7.196,68.67.178.196,33177,80,11002877,7,10,385.171987290233,HTTP
108.174.11.65,10.200.7.217,443,35550,143,3,0,433566.433566434,SSL
10.200.7.196,152.163.56.2,33156,80,10985138,3,4,70.6408968189567,HTTP
192.168.180.12,10.200.7.4,50283,3128,1292006,13,80,4835.11686478236,YOUTUBE
10.200.7.4,192.168.180.12,3128,50283,1,2,0,12000000.0,HTTP
10.200.7.194,40.77.16.143,58171,443,9760966,10,7,876.655035987217,SKYPE
93.184.215.201,10.200.7.194,443,43466,7753206,10,11,850.228924653879,SKYPE
10.200.7.199,216.58.222.83,39752,443,4198741,13,14,718.072393605607,SSL
10.200.7.199,68.67.178.137,56261,443,12247845,11,8,466.367756940098,SSL
172.217.29.66,10.200.7.194,443,59880,971396,4,7,2324.48970347829,GOOGLE
10.200.7.217,190.90.221.18,46322,80,205290,11,8,10580.1549028204,MICROSOFT
10.200.7.218,179.1.4.206,47427,443,1783565,53,40,41121.0132515496,YOUTUBE
10.200.7.218,173.194.27.250,34325,443,2558530,21,16,5923.71400765283,YOUTUBE
10.200.7.218,179.1.4.230,42690,443,9081563,47,44,4570.79910143221,GOOGLE
10.200.7.218,172.217.29.66,49427,443,1495618,29,24,3162.57226109876,GOOGLE
10.200.7.218,216.58.202.226,40781,443,875547,27,24,6729.50738224219,GOOGLE
10.200.7.218,179.1.4.238,55152,443,1394076,20,18,2747.33945638545,GOOGLE
10.200.7.218,179.1.4.224,39072,443,2431041,29,26,5202.70945656614,YOUTUBE
10.200.7.194,216.58.202.234,42996,443,8085945,8,11,277.765925936919,GOOGLE
10.200.7.9,192.168.40.12,3128,54889,26881528,2135,245,224818.656141868,HTTP_PROXY
192.168.40.12,10.200.7.9,54864,3128,1136476,11,59,12710.3432012643,HTTP_PROXY
179.1.4.238,10.200.7.199,443,37042,24413898,10,10,39.1989841196191,SSL
98.138.79.73,10.200.7.196,443,44382,2632377,4,6,141.697028958998,SSL
10.200.7.195,192.0.73.2,32842,80,30138585,4,4,35.303581770677,HTTP
10.200.7.9,192.168.50.5,3128,50103,10068875,6,6,134.871075467716,HTTP
179.1.4.210,10.200.7.195,443,59370,511069,4,6,1860.80548810435,GOOGLE
10.200.7.195,216.58.222.106,39017,443,5165419,17,13,377.123327265416,GOOGLE
10.200.7.195,172.217.17.99,48042,443,5299382,16,14,1144.85047501765,GOOGLE
192.168.42.68,10.200.7.9,4290,3128,10936333,7,35,221.920821174703,GOOGLE
10.200.7.9,192.168.42.68,3128,4290,5,2,0,2400000.0,HTTP
192.168.60.68,10.200.7.5,54531,3128,45966,3,4,9898.62071966236,HTTP_PROXY
10.200.7.194,74.119.118.78,41584,80,15835315,53,65,7225.36937219121,HTTP
10.200.7.194,74.119.118.86,52552,80,16800524,18,25,2618.37071272301,HTTP
10.200.7.196,169.55.70.149,58474,80,15196059,4,5,185.442817772687,HTTP
192.168.130.61,10.200.7.6,50930,3128,9149,3,16,190403.322767516,HTTP_PROXY
10.200.7.6,192.168.130.61,3128,50930,1,2,0,12000000.0,HTTP
192.168.131.10,10.200.7.4,52373,3128,17349622,2,12,955.928607551219,SKYPE
192.168.32.11,10.200.7.4,50684,3128,45058,2,9,9232.54472013849,HTTP_PROXY
10.200.7.196,74.119.118.94,42747,80,14740172,10,13,659.62595280435,HTTP
10.200.7.196,74.119.118.78,58417,80,14181203,18,21,2738.69572278177,HTTP
10.200.7.7,10.20.2.116,40135,443,20265416,17,19,716.442238343393,SSL
10.200.7.7,192.168.32.35,3128,62105,20270620,45,16,1377.3135700832,HTTP
10.200.7.194,31.13.73.7,34638,443,30073011,4,1,7.04951027351402,FACEBOOK
10.230.1.160,10.200.7.4,56073,3128,86826,4,3,9064.10522193813,MICROSOFT
10.200.7.196,74.119.118.74,40020,80,12602807,4,4,88.7103960252664,HTTP
192.168.90.98,10.200.7.4,58109,3128,33655811,8,36,382.578806376111,GOOGLE
10.200.7.9,192.168.90.110,3128,50192,34,2,0,352941.176470588,HTTP
10.200.7.194,38.65.20.28,48580,443,30526101,9,9,182.008177198916,SSL
192.168.10.9,10.200.7.5,57899,3128,14651837,20,93,3070.19522534956,HTTP_PROXY
10.200.7.5,192.168.10.9,3128,57899,16,2,0,750000.0,HTTP_PROXY
192.168.10.9,10.200.7.9,58064,3128,4629687,16,72,5423.69278959895,HTTP_CONNECT
10.200.7.199,68.67.180.138,47620,443,4626483,17,12,2949.54072024041,SSL
10.200.7.9,192.168.10.9,3128,58064,1,2,0,12000000.0,HTTP
10.230.1.221,10.200.7.8,49738,3128,65794,9,0,4103.7176642247,HTTP_PROXY
192.168.52.19,10.200.7.5,50503,3128,43157,3,4,10542.9014991774,HTTP_PROXY
192.168.130.5,10.200.7.7,52361,3128,66448,6,11,13694.9193354202,HTTP_PROXY
10.200.7.7,192.168.130.5,3128,52361,151,2,0,79470.1986754967,HTTP
10.200.7.199,179.1.4.205,48281,443,30037819,7,6,88.1222434957744,YOUTUBE
192.168.72.112,10.200.7.9,49719,3128,30039851,9,11,180.826462821004,YOUTUBE
192.168.90.24,10.200.7.4,51764,3128,43932,1,7,3232.26805062369,HTTP_PROXY
10.200.7.5,192.168.151.4,3128,51442,1,2,0,12000000.0,HTTP
10.200.7.196,179.1.4.205,47550,443,30689804,688,818,68134.3223958029,YOUTUBE
192.168.72.112,10.200.7.6,49720,3128,30903075,453,771,74715.1537508808,YOUTUBE
10.200.7.217,172.217.29.37,56360,443,154307,2,3,1373.8845288937,GOOGLE
192.168.10.143,10.200.7.4,53106,3128,10870121,12,71,3203.64419126521,HTTP_CONNECT
10.200.7.4,192.168.10.143,3128,53107,1,3,0,68000000.0,HTTP
216.58.222.101,10.200.7.195,443,38281,17156195,14,16,225.108189782175,GMAIL
10.200.7.5,192.168.131.24,3128,65340,17155768,71,13,474.184542481572,HTTP
192.168.32.22,10.200.7.4,49890,3128,20759594,8,33,554.635124367076,GOOGLE
10.200.7.196,169.46.131.128,49682,443,17486757,8,5,205.126656703699,SSL
179.1.4.245,10.200.7.218,443,50680,557,2,5,226211.849192101,SSL
10.200.7.196,74.119.118.92,35161,80,15892706,10,10,270.438526956958,HTTP
10.230.1.3,10.200.7.4,50365,3128,704983,2,4,2140.47714625743,HTTP_PROXY
192.168.180.117,10.200.7.7,59781,3128,621150,24,77,93143.3631167995,HTTP_PROXY
10.200.7.7,192.168.180.117,3128,59781,138,3,0,5594202.89855072,HTTP
216.58.222.83,10.200.7.196,443,40164,14375487,8,10,438.941651159366,SSL
10.200.7.199,91.190.219.145,34108,443,638941,10,5,4402.59742292324,SKYPE
10.200.7.196,179.1.4.204,37932,443,34378261,416,1266,81090.6636609688,YOUTUBE
179.1.4.223,10.200.7.218,443,59244,834,2,5,151079.136690647,SSL
179.1.4.251,10.200.7.218,443,58748,1272,2,5,99056.6037735849,SSL
10.200.7.194,104.91.132.45,38426,443,28408519,10,10,677.684042592998,SSL
10.200.7.196,23.4.187.27,56387,80,19560864,6,5,119.115392857902,HTTP
192.168.42.88,10.200.7.4,49877,3128,3818416,9,44,6507.41040263816,TWITTER
10.200.7.194,104.244.43.81,52106,443,3553949,8,4,1826.13762887425,TWITTER
10.200.7.4,192.168.42.88,3128,49877,29,2,0,413793.103448276,HTTP
192.168.81.109,10.200.7.6,54177,3128,11997467,7,6,431.257697979082,GOOGLE
10.200.7.196,179.1.4.231,38018,443,11995503,9,7,427.993723981395,GOOGLE
10.200.7.194,216.58.222.106,39807,443,2112828,11,6,2216.46059215421,GOOGLE
216.58.202.226,10.200.7.195,443,58855,4736731,21,26,867.475902684784,GOOGLE
192.168.10.134,10.200.7.5,63936,3128,822426,6,25,8066.37922439223,WINDOWS_UPDATE
10.200.7.5,192.168.10.134,3128,63936,299,2,0,40133.779264214,HTTP
192.168.32.9,10.200.7.8,51699,3128,179763,7,10,19592.4634101567,HTTP_PROXY
10.200.7.8,192.168.32.9,3128,51679,455,2,0,26373.6263736264,HTTP
10.200.7.199,179.1.4.206,53164,443,30037027,9,8,161.900177404375,YOUTUBE
192.168.131.10,10.200.7.6,52412,3128,6360,5,17,2397012.57861635,WINDOWS_UPDATE
10.200.7.194,172.217.29.69,59012,443,1713244,17,14,2586.32162143863,GMAIL
192.168.31.3,10.200.7.5,60403,3128,9403649,13,72,476.836172851624,HTTP
10.200.7.5,192.168.31.3,3128,60403,15,2,0,800000.0,HTTP
10.200.7.9,10.20.2.114,58725,80,27851102,46,13,504.252937639595,HTTP
10.200.7.199,172.217.17.131,40414,443,20145603,11,7,233.897193347849,GOOGLE
10.200.7.199,157.240.0.22,59918,443,30060999,4,2,7.05232716983225,FACEBOOK
192.168.180.98,10.200.7.4,49246,3128,35151986,6,20,1.73532158325279,HTTP_PROXY
10.200.7.218,151.101.192.84,47453,80,416205,6,7,6919.66699102606,HTTP
192.168.60.42,10.200.7.7,53276,3128,41229904,1034,0,107.543301580329,HTTP_PROXY
179.1.4.224,10.200.7.218,443,42783,352,2,5,357954.545454545,SSL
173.241.242.220,10.200.7.218,80,56435,30176459,7,5,89.5731338126849,HTTP
172.217.29.66,10.200.7.218,443,48194,855,2,5,128654.970760234,GOOGLE
10.200.7.6,192.168.131.10,3128,52411,8,2,0,1500000.0,HTTP
192.168.142.30,10.200.7.7,58751,3128,5750224,22,59,1039.78558052695,GOOGLE
10.200.7.195,172.217.29.65,55184,443,4326361,9,6,733.641968388676,GOOGLE
10.200.7.195,172.217.29.42,55034,443,7412054,24,22,1059.35547690289,GOOGLE
10.200.7.199,68.67.178.230,42536,443,10370222,11,9,780.600453876494,SSL
216.58.222.66,10.200.7.218,443,57683,1021,2,5,107737.512242899,GOOGLE
216.58.202.225,10.200.7.199,443,35703,18494816,6,7,282.13311232726,GOOGLE
179.1.4.210,10.200.7.218,443,55203,861,2,5,127758.420441347,SSL
10.200.7.194,192.227.243.230,50930,80,5709264,6,6,258.352039772552,HTTP
10.200.7.218,23.9.52.176,43564,443,24906333,20,20,877.12631160918,SSL
10.230.1.90,10.200.7.6,50982,3128,10161,3,4,44680.6416691271,HTTP_PROXY
10.200.7.217,151.101.130.49,59976,443,4637855,10,6,298.62943106242,SSL
10.200.7.5,192.168.32.46,3128,52927,246878,14,2,2288.57978434692,HTTP
10.200.7.218,179.1.4.223,60520,443,4544189,19,9,1108.66867553264,GOOGLE
10.200.7.218,179.1.4.231,57744,443,4541891,21,16,2241.7975244232,GOOGLE
10.200.7.217,176.74.182.158,39179,443,30719992,20,18,533.919409874846,SSL
192.168.10.65,10.200.7.7,61784,3128,30724078,19,49,590.64424976398,HTTP_CONNECT
10.200.7.7,192.168.10.65,3128,61784,141,2,0,85106.3829787234,HTTP
10.200.7.194,23.4.187.27,34949,80,26024433,5,5,34.1602062953687,HTTP
10.200.7.194,172.217.29.45,46650,443,30445259,50,59,1326.54479963531,GOOGLE
10.200.7.194,172.217.29.35,35667,443,4526242,13,12,885.281874013807,GOOGLE
10.200.7.194,216.58.222.232,47972,443,12688027,11,11,204.208266580769,GOOGLE
10.200.7.195,13.107.21.200,34054,443,5044600,14,14,2565.5156008405,MICROSOFT
192.168.41.2,10.200.7.8,65075,3128,826953,13,40,31953.4483821934,HTTP_CONNECT
10.200.7.8,192.168.41.2,3128,65075,283,2,0,42402.8268551237,HTTP
192.168.112.14,10.200.7.6,55196,3128,44849451,70,101,750.399375011302,HTTP_PROXY
192.168.90.100,10.200.7.5,65429,3128,400235,5,20,5309.38073881595,HTTP_PROXY
10.200.7.5,192.168.90.100,3128,65429,14,2,0,857142.857142857,HTTP
10.200.7.195,38.90.226.11,44225,80,440079,7,5,1122.52572833514,HTTP
192.168.10.22,10.200.7.6,50810,3128,4420431,13,76,6413.40177009889,GOOGLE
10.200.7.6,192.168.10.22,3128,50810,1,2,0,12000000.0,HTTP
179.1.4.208,10.200.7.196,80,36401,44109112,801,451,49905.0400289174,HTTP
10.200.7.199,172.217.29.69,46391,443,1170606,15,13,2129.66617290532,GOOGLE
10.200.7.194,65.99.198.156,45820,80,215656,3,4,5522.68427495641,HTTP
10.200.7.195,199.96.57.6,59705,443,10425076,6,6,488.245841085475,TWITTER
64.233.190.189,10.200.7.217,443,45153,105,3,0,1200000.0,GOOGLE
179.1.4.217,10.200.7.195,443,48257,11048126,7,11,460.621104429837,GOOGLE
10.200.7.195,172.217.29.69,45653,443,11741485,9,6,390.240246442422,GMAIL
10.200.7.196,137.116.74.190,59077,443,4638843,11,11,3204.03169497222,MICROSOFT
192.168.10.14,10.200.7.9,61875,3128,41636154,7,25,59.7317417934423,GOOGLE
10.200.7.9,192.168.10.14,3128,61878,1,2,0,12000000.0,HTTP
10.200.7.218,172.217.29.65,41569,443,1773353,17,14,5705.57582162153,GOOGLE
10.200.7.199,104.244.46.135,53545,443,9300583,7,2,95.1553252091831,TWITTER
10.200.7.196,173.241.244.143,34664,80,30167396,4,3,17.6680811297071,HTTP
10.200.7.194,131.253.61.98,34161,443,996908,6,4,7616.55037375565,SSL
179.1.4.237,10.200.7.199,443,46327,43172173,6,10,85.5180488598524,GOOGLE
192.168.41.2,10.200.7.7,65082,3128,67194,6,13,22888.9484180135,HTTP_PROXY
192.168.90.102,10.200.7.5,55387,3128,3691,5,16,2795448.38797074,HTTP_PROXY
10.200.7.195,216.58.222.101,37819,443,44611660,24,37,321.530290511494,GOOGLE
192.168.112.14,10.200.7.9,55309,3128,1383519,7,8,320.920782439562,HTTP_CONNECT
10.200.7.218,173.241.244.143,46470,80,40432115,12,11,150.573374655271,HTTP
10.200.7.195,38.90.226.13,57436,80,5382780,7,5,245.226444328024,HTTP
13.107.42.11,10.200.7.218,443,57912,361039,8,3,8359.20773102075,SSL
10.200.7.8,10.20.2.114,57845,443,17129618,16,17,534.629552159307,SSL
192.168.90.120,10.200.7.5,1372,3128,10139417,7,40,236.995874614882,GOOGLE
192.168.142.56,10.200.7.5,57406,3128,414368,5,18,9962.15924009576,HTTP_PROXY
10.200.7.5,192.168.142.56,3128,57406,6,2,0,2000000.0,HTTP
192.168.90.99,10.200.7.4,58152,3128,797489,4,28,22879.3124419271,HTTP_PROXY
192.168.131.38,10.200.7.5,50222,3128,17170630,14,73,679.474195180957,GMAIL
10.200.7.5,192.168.131.38,3128,50222,14,2,0,857142.857142857,HTTP
10.200.7.199,74.113.233.38,55462,80,184598,3,4,6522.2808481132,HTTP
10.230.1.150,10.200.7.9,51643,3128,303793,3,4,4127.81071321591,HTTP_PROXY
10.200.7.217,151.101.32.134,39869,443,13032712,10,6,72.0494705936876,SSL
10.200.7.217,104.91.157.235,41755,443,12953632,10,8,71.254147099439,SSL
10.200.7.217,151.101.66.2,35090,443,12954787,10,6,71.556560520833,SSL
192.168.32.15,10.200.7.5,52606,3128,45840,1,11,8333.33333333333,HTTP_PROXY
10.200.7.199,13.107.42.11,45254,443,6239836,11,10,1744.91765488708,SSL
192.168.60.92,10.200.7.9,53064,3128,10581,7,4,733201.020697477,WINDOWS_UPDATE
10.200.7.218,179.1.4.205,59625,443,52560565,198,461,23632.9270813584,SSL
192.168.151.3,10.200.7.8,49953,3128,52561719,650,1009,47888.1027464113,HTTP_PROXY
10.200.7.8,192.168.151.3,3128,49953,116,2,0,103448.275862069,HTTP_PROXY
10.200.7.9,192.168.90.102,3128,55392,6,2,0,2000000.0,HTTP
192.168.10.16,10.200.7.5,51418,3128,17144764,30,291,36442.4963796527,HTTP_PROXY
10.200.7.5,192.168.10.16,3128,51418,1,2,0,12000000.0,HTTP_PROXY
192.168.130.62,10.200.7.5,50803,3128,47783635,16,89,428.075427915855,GOOGLE
192.168.52.202,10.200.7.6,49551,3128,1636889,14,10,1987.91732365481,GOOGLE
10.200.7.218,104.91.157.56,47115,443,5081760,21,15,2142.76156292308,SSL
10.200.7.199,200.122.238.31,42100,80,1998311,11,9,3626.06220953595,HTTP
10.200.7.199,64.233.186.189,41928,443,2203477,9,8,2186.54426617569,GOOGLE
216.58.202.226,10.200.7.217,80,44255,48917401,6,5,40.3946235819029,GOOGLE
10.200.7.4,192.168.10.8,3128,50115,52965617,19,5,70.1398418524984,HTTP_PROXY
64.233.190.189,10.200.7.194,443,39607,52965921,7,9,14.8586106904475,GOOGLE
192.168.40.5,10.200.7.9,51421,3128,943688,4,10,687.727299700749,HTTP_PROXY
179.1.4.231,10.200.7.218,443,40564,830,2,5,151807.228915663,SSL
179.1.4.224,10.200.7.194,443,58657,2059138,9,11,762.454969021018,GOOGLE
192.168.180.5,10.200.7.6,56281,3128,184937,4,21,3147.01763303179,MICROSOFT
10.200.7.6,192.168.180.5,3128,56281,272,2,0,44117.6470588235,HTTP
172.217.29.37,10.200.7.199,443,56761,30390866,559,426,22796.2901748177,GOOGLE
10.200.7.199,216.58.202.230,38947,443,318761,7,3,5101.00043606338,GOOGLE
